0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
A14,36,A33,A49,9572,A61,A72,1,A91,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,2,38,29,2,2,64,3,2,9600,3,1
A12,36,A33,A49,4455,A61,A73,2,A91,A101,2,A121,30,A142,A152,2,A174,1,A192,A201,3,38,31,3,4,66,4,4,4485,3,1
A11,21,A31,A40,1647,A65,A73,4,A93,A101,2,A122,40,A143,A152,2,A172,2,A191,A201,4,23,42,4,6,61,4,8,1687,4,1
A14,24,A34,A42,3777,A64,A73,4,A93,A101,4,A121,50,A143,A152,1,A173,1,A192,A201,5,25,51,5,8,74,5,8,3827,2,0
A12,18,A34,A40,884,A61,A75,4,A93,A101,4,A123,36,A141,A152,1,A173,2,A192,A201,6,19,38,6,8,54,5,8,920,3,1
A14,15,A34,A43,1360,A61,A73,4,A93,A101,2,A122,31,A143,A152,2,A173,1,A191,A201,3,17,32,3,6,46,4,8,1391,3,0
A12,9,A31,A41,5129,A61,A75,2,A92,A101,4,A124,74,A141,A153,1,A174,2,A192,A201,6,10,76,6,6,83,5,4,5203,3,1
A12,16,A34,A40,1175,A61,A71,2,A93,A101,3,A123,68,A143,A153,3,A171,1,A192,A201,4,19,69,4,5,84,6,4,1243,4,0
A11,12,A32,A43,674,A62,A74,4,A94,A101,1,A122,20,A143,A152,1,A173,1,A191,A201,2,13,21,2,5,32,2,8,694,2,1
A12,18,A30,A42,3244,A61,A73,1,A92,A101,4,A123,33,A141,A152,2,A173,1,A192,A201,5,20,34,5,5,51,6,2,3277,3,0
A14,24,A32,A49,4591,A64,A73,2,A93,A101,3,A122,54,A143,A152,3,A174,1,A192,A201,4,27,55,4,5,78,6,4,4645,4,1
A12,48,A30,A49,3844,A62,A74,4,A93,A101,4,A124,34,A143,A153,1,A172,2,A191,A201,6,49,36,6,8,82,5,8,3878,3,1
A12,27,A32,A49,3915,A61,A73,4,A93,A101,2,A123,36,A143,A152,1,A173,2,A192,A201,4,28,38,4,6,63,3,8,3951,3,1
A14,6,A32,A43,2108,A61,A74,2,A94,A101,2,A121,29,A143,A151,1,A173,1,A191,A201,3,7,30,3,4,35,3,4,2137,2,0
A12,45,A32,A43,3031,A62,A73,4,A93,A103,4,A122,21,A143,A151,1,A173,1,A191,A201,5,46,22,5,8,66,5,8,3052,2,1
A12,9,A34,A46,1501,A61,A75,2,A92,A101,3,A123,34,A143,A152,2,A174,1,A192,A201,4,11,35,4,5,43,5,4,1535,3,1
A14,6,A34,A43,1382,A61,A73,1,A92,A101,1,A123,28,A143,A152,2,A173,1,A192,A201,2,8,29,2,2,34,3,2,1410,3,0
A12,12,A32,A42,951,A62,A72,4,A92,A101,4,A123,27,A141,A151,4,A173,1,A191,A201,5,16,28,5,8,39,8,8,978,5,1
A12,24,A32,A41,2760,A65,A75,4,A93,A101,4,A124,36,A141,A153,1,A173,1,A192,A201,5,25,37,5,8,60,5,8,2796,2,0
A12,18,A33,A42,4297,A61,A75,4,A91,A101,3,A124,40,A143,A152,1,A174,1,A192,A201,4,19,41,4,7,58,4,8,4337,2,1
A14,9,A34,A46,936,A63,A75,4,A93,A101,2,A123,52,A143,A152,2,A173,1,A192,A201,3,11,53,3,6,61,4,8,988,3,0
A11,12,A32,A40,1168,A61,A73,4,A94,A101,3,A121,27,A143,A152,1,A172,1,A191,A201,4,13,28,4,7,39,4,8,1195,2,0
A14,27,A33,A49,5117,A61,A74,3,A93,A101,4,A123,26,A143,A152,2,A173,1,A191,A201,5,29,27,5,7,53,6,6,5143,3,0
A11,12,A32,A48,902,A61,A74,4,A94,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,5,13,22,5,8,33,5,8,923,2,1
A14,12,A34,A40,1495,A61,A75,4,A93,A101,1,A121,38,A143,A152,2,A172,2,A191,A201,3,14,40,3,5,50,3,8,1533,4,0
A11,30,A34,A41,10623,A61,A75,3,A93,A101,4,A124,38,A143,A153,3,A174,2,A192,A201,6,33,40,6,7,68,7,6,10661,5,0
A14,12,A34,A42,1935,A61,A75,4,A93,A101,4,A121,43,A143,A152,3,A173,1,A192,A201,5,15,44,5,8,55,7,8,1978,4,0
A12,12,A34,A44,1424,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,1,A191,A201,4,13,27,4,7,38,4,8,1450,2,0
A11,24,A32,A49,6568,A61,A73,2,A94,A101,2,A123,21,A142,A152,1,A172,1,A191,A201,3,25,22,3,4,45,3,4,6589,2,0
A14,12,A32,A41,1413,A64,A74,3,A93,A101,2,A122,55,A143,A152,1,A173,1,A191,A202,3,13,56,3,5,67,3,6,1468,2,0
A14,9,A34,A43,3074,A65,A73,1,A93,A101,2,A121,33,A143,A152,2,A173,2,A191,A201,4,11,35,4,3,42,4,2,3107,4,0
A14,36,A32,A43,3835,A65,A75,2,A92,A101,4,A121,45,A143,A152,1,A172,1,A192,A201,5,37,46,5,6,81,5,4,3880,2,0
A11,27,A30,A49,5293,A61,A71,2,A93,A101,4,A122,50,A142,A152,2,A173,1,A192,A201,5,29,51,5,6,77,6,4,5343,3,1
A13,30,A33,A49,1908,A61,A75,4,A93,A101,4,A121,66,A143,A152,1,A174,1,A192,A201,5,31,67,5,8,96,5,8,1974,2,1
A14,36,A34,A43,3342,A65,A75,4,A93,A101,2,A123,51,A143,A152,1,A173,1,A192,A201,3,37,52,3,6,87,3,8,3393,2,0
A12,6,A34,A48,932,A65,A74,1,A92,A101,3,A122,39,A143,A152,2,A172,1,A191,A201,4,8,40,4,4,45,5,2,971,3,0
A11,18,A30,A49,3104,A61,A74,3,A93,A101,1,A122,31,A141,A152,1,A173,1,A192,A201,2,19,32,2,4,49,2,6,3135,2,0
A13,36,A32,A43,3913,A61,A73,2,A93,A101,2,A121,23,A143,A152,1,A173,1,A192,A201,3,37,24,3,4,59,3,4,3936,2,0
A11,24,A32,A42,3021,A61,A73,2,A91,A101,2,A121,24,A143,A151,1,A172,1,A191,A201,3,25,25,3,4,48,3,4,3045,2,0
A14,10,A32,A40,1364,A61,A73,2,A92,A101,4,A123,64,A143,A152,1,A173,1,A192,A201,5,11,65,5,6,74,5,4,1428,2,0
A12,12,A32,A43,625,A61,A72,4,A94,A103,1,A121,26,A141,A152,1,A172,1,A191,A201,2,13,27,2,5,38,2,8,651,2,0
A11,12,A32,A46,1200,A65,A73,4,A92,A101,4,A122,23,A141,A151,1,A173,1,A192,A201,5,13,24,5,8,35,5,8,1223,2,0
A14,12,A32,A43,707,A61,A73,4,A93,A101,2,A121,30,A141,A152,2,A173,1,A191,A201,3,14,31,3,6,42,4,8,737,3,0
A14,24,A33,A49,2978,A65,A73,4,A93,A101,4,A121,32,A143,A152,2,A173,2,A192,A201,6,26,34,6,8,56,6,8,3010,4,0
A14,15,A32,A41,4657,A61,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,3,16,31,3,5,45,3,6,4687,2,0
A14,36,A30,A45,2613,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,3,38,28,3,6,63,4,8,2640,3,0
A12,48,A32,A43,10961,A64,A74,1,A93,A102,2,A124,27,A141,A152,2,A173,1,A192,A201,3,50,28,3,3,75,4,2,10988,3,1
A11,12,A32,A42,7865,A61,A75,4,A93,A101,4,A124,53,A143,A153,1,A174,1,A192,A201,5,13,54,5,8,65,5,8,7918,2,1
A14,9,A32,A43,1478,A61,A74,4,A93,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,3,10,23,3,6,31,3,8,1500,2,1
A11,24,A32,A42,3149,A61,A72,4,A93,A101,1,A124,22,A141,A153,1,A173,1,A191,A201,2,25,23,2,5,46,2,8,3171,2,0
A13,36,A32,A43,4210,A61,A73,4,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,3,37,27,3,6,62,3,8,4236,2,1
A14,9,A32,A40,2507,A63,A75,2,A93,A101,4,A124,51,A143,A153,1,A172,1,A191,A201,5,10,52,5,6,60,5,4,2558,2,0
A14,12,A32,A43,2141,A62,A74,3,A93,A101,1,A124,35,A143,A152,1,A173,1,A191,A201,2,13,36,2,4,47,2,6,2176,2,0
A12,18,A32,A43,866,A61,A73,4,A94,A103,2,A121,25,A143,A152,1,A172,1,A191,A201,3,19,26,3,6,43,3,8,891,2,0
A14,4,A34,A43,1544,A61,A74,2,A93,A101,1,A121,42,A143,A152,3,A172,2,A191,A201,3,7,44,3,3,46,4,4,1586,5,0
A11,24,A32,A43,1823,A61,A71,4,A93,A101,2,A123,30,A142,A152,1,A174,2,A191,A201,4,25,32,4,6,54,3,8,1853,3,1
A12,6,A32,A40,14555,A65,A71,1,A93,A101,2,A122,23,A143,A152,1,A171,1,A192,A201,3,7,24,3,3,29,3,2,14578,2,1
A12,21,A32,A49,2767,A62,A75,4,A91,A101,2,A123,61,A141,A151,2,A172,1,A191,A201,3,23,62,3,6,82,4,8,2828,3,1
A14,12,A34,A43,1291,A61,A73,4,A92,A101,2,A122,35,A143,A152,2,A173,1,A191,A201,3,14,36,3,6,47,4,8,1326,3,0
A11,30,A32,A43,2522,A61,A75,1,A93,A103,3,A122,39,A143,A152,1,A173,2,A191,A201,5,31,41,5,4,69,4,2,2561,3,0
A11,24,A32,A40,915,A65,A75,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,3,25,30,3,6,53,3,8,944,2,1
A14,6,A32,A43,1595,A61,A74,3,A93,A101,2,A122,51,A143,A152,1,A173,2,A191,A201,4,7,53,4,5,57,3,6,1646,3,0
A11,48,A30,A41,4605,A61,A75,3,A93,A101,4,A124,24,A143,A153,2,A173,2,A191,A201,6,50,26,6,7,72,6,6,4629,4,1
A14,12,A34,A49,1185,A61,A73,3,A92,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,3,14,28,3,5,39,4,6,1212,3,0
A14,12,A31,A48,3447,A63,A73,4,A92,A101,3,A121,35,A143,A152,1,A172,2,A191,A201,5,13,37,5,7,47,4,8,3482,3,0
A14,24,A32,A49,1258,A61,A74,4,A93,A101,1,A121,25,A143,A152,1,A173,1,A192,A201,2,25,26,2,5,49,2,8,1283,2,0
A14,12,A34,A43,717,A61,A75,4,A93,A101,4,A121,52,A143,A152,3,A173,1,A191,A201,5,15,53,5,8,64,7,8,769,4,0
A14,6,A30,A40,1204,A62,A73,4,A93,A101,1,A124,35,A141,A151,1,A173,1,A191,A202,2,7,36,2,5,41,2,8,1239,2,0
A13,24,A32,A42,1925,A61,A73,2,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,3,25,27,3,4,50,3,4,1951,2,0
A14,18,A32,A43,433,A61,A71,3,A92,A102,4,A121,22,A143,A151,1,A173,1,A191,A201,5,19,23,5,7,40,5,6,455,2,1
A11,6,A34,A40,666,A64,A74,3,A92,A101,4,A121,39,A143,A152,2,A172,1,A192,A201,5,8,40,5,7,45,6,6,705,3,0
A13,12,A32,A42,2251,A61,A73,1,A92,A101,2,A123,46,A143,A152,1,A172,1,A191,A201,3,13,47,3,3,58,3,2,2297,2,0
A12,30,A32,A40,2150,A61,A73,4,A92,A103,2,A124,24,A141,A152,1,A173,1,A191,A201,3,31,25,3,6,54,3,8,2174,2,1
A14,24,A33,A42,4151,A62,A73,2,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,4,26,36,4,5,59,5,4,4186,3,0
A12,9,A32,A42,2030,A65,A74,2,A93,A101,1,A123,24,A143,A152,1,A173,1,A192,A201,2,10,25,2,3,33,2,4,2054,2,0
A12,60,A33,A43,7418,A65,A73,1,A93,A101,1,A121,27,A143,A152,1,A172,1,A191,A201,2,61,28,2,2,87,2,2,7445,2,0
A14,24,A34,A43,2684,A61,A73,4,A93,A101,2,A121,35,A143,A152,2,A172,1,A191,A201,3,26,36,3,6,59,4,8,2719,3,0
A11,12,A31,A43,2149,A61,A73,4,A91,A101,1,A124,29,A143,A153,1,A173,1,A191,A201,2,13,30,2,5,41,2,8,2178,2,1
A14,15,A32,A41,3812,A62,A72,1,A92,A101,4,A123,23,A143,A152,1,A173,1,A192,A201,5,16,24,5,5,38,5,2,3835,2,0
A14,11,A34,A43,1154,A62,A71,4,A92,A101,4,A121,57,A143,A152,3,A172,1,A191,A201,5,14,58,5,8,68,7,8,1211,4,0
A11,12,A32,A42,1657,A61,A73,2,A93,A101,2,A121,27,A143,A152,1,A173,1,A191,A201,3,13,28,3,4,39,3,4,1684,2,0
A11,24,A32,A43,1603,A61,A75,4,A92,A101,4,A123,55,A143,A152,1,A173,1,A191,A201,5,25,56,5,8,79,5,8,1658,2,0
A11,18,A34,A40,5302,A61,A75,2,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,5,21,37,5,6,54,7,4,5338,4,0
A14,12,A34,A46,2748,A61,A75,2,A92,A101,4,A124,57,A141,A153,3,A172,1,A191,A201,5,15,58,5,6,69,7,4,2805,4,0
A14,10,A34,A40,1231,A61,A75,3,A93,A101,4,A121,32,A143,A152,2,A172,2,A191,A202,6,12,34,6,7,42,6,6,1263,4,0
A12,15,A32,A43,802,A61,A75,4,A93,A101,3,A123,37,A143,A152,1,A173,2,A191,A201,5,16,39,5,7,52,4,8,839,3,1
A14,36,A34,A49,6304,A65,A75,4,A93,A101,4,A121,36,A143,A152,2,A173,1,A191,A201,5,38,37,5,8,72,6,8,6340,3,0
A14,24,A32,A43,1533,A61,A72,4,A92,A101,3,A123,38,A142,A152,1,A173,1,A192,A201,4,25,39,4,7,62,4,8,1571,2,0
A11,14,A32,A40,8978,A61,A75,1,A91,A101,4,A122,45,A143,A152,1,A174,1,A192,A202,5,15,46,5,5,59,5,2,9023,2,1
A14,24,A32,A43,999,A65,A75,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,3,26,26,3,6,49,4,8,1024,3,0
A14,18,A32,A40,2662,A65,A74,4,A93,A101,3,A122,32,A143,A152,1,A173,1,A191,A202,4,19,33,4,7,50,4,8,2694,2,0
A14,12,A34,A42,1402,A63,A74,3,A92,A101,4,A123,37,A143,A151,1,A173,1,A192,A201,5,13,38,5,7,49,5,6,1439,2,0
A12,48,A31,A40,12169,A65,A71,4,A93,A102,4,A124,36,A143,A153,1,A174,1,A192,A201,5,49,37,5,8,84,5,8,12205,2,0
A12,48,A32,A43,3060,A61,A74,4,A93,A101,4,A121,28,A143,A152,2,A173,1,A191,A201,5,50,29,5,8,76,6,8,3088,3,1
A11,30,A32,A45,11998,A61,A72,1,A91,A101,1,A124,34,A143,A152,1,A172,1,A192,A201,2,31,35,2,2,64,2,2,12032,2,1
A14,9,A32,A43,2697,A61,A73,1,A93,A101,2,A121,32,A143,A152,1,A173,2,A191,A201,4,10,34,4,3,41,3,2,2729,3,0
A14,18,A34,A43,2404,A61,A73,2,A92,A101,2,A123,26,A143,A152,2,A173,1,A191,A201,3,20,27,3,4,44,4,4,2430,3,0
A11,12,A32,A42,1262,A65,A75,2,A91,A101,4,A122,49,A143,A152,1,A172,1,A192,A201,5,13,50,5,6,61,5,4,1311,2,0
A14,6,A32,A42,4611,A61,A72,1,A92,A101,4,A122,32,A143,A152,1,A173,1,A191,A201,5,7,33,5,5,38,5,2,4643,2,1
A14,24,A32,A43,1901,A62,A73,4,A93,A101,4,A123,29,A143,A151,1,A174,1,A192,A201,5,25,30,5,8,53,5,8,1930,2,0
A14,15,A34,A41,3368,A64,A75,3,A93,A101,4,A124,23,A143,A151,2,A173,1,A192,A201,5,17,24,5,7,38,6,6,3391,3,0
A14,12,A32,A42,1574,A61,A73,4,A93,A101,2,A121,50,A143,A152,1,A173,1,A191,A201,3,13,51,3,6,62,3,8,1624,2,0
A13,18,A31,A43,1445,A65,A74,4,A93,A101,4,A123,49,A141,A152,1,A172,1,A191,A201,5,19,50,5,8,67,5,8,1494,2,0
A14,15,A34,A42,1520,A65,A75,4,A93,A101,4,A122,63,A143,A152,1,A173,1,A191,A201,5,16,64,5,8,78,5,8,1583,2,0
A12,24,A34,A40,3878,A62,A72,4,A91,A101,2,A123,37,A143,A152,1,A173,1,A192,A201,3,25,38,3,6,61,3,8,3915,2,0
A11,47,A32,A40,10722,A61,A72,1,A92,A101,1,A121,35,A143,A152,1,A172,1,A192,A201,2,48,36,2,2,82,2,2,10757,2,0
A11,48,A32,A41,4788,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,2,A191,A201,5,49,28,5,7,74,4,8,4814,3,0
A12,48,A33,A410,7582,A62,A71,2,A93,A101,4,A124,31,A143,A153,1,A174,1,A192,A201,5,49,32,5,6,79,5,4,7613,2,0
A12,12,A32,A43,1092,A61,A73,4,A92,A103,4,A121,49,A143,A152,2,A173,1,A192,A201,5,14,50,5,8,61,6,8,1141,3,0
A11,24,A33,A43,1024,A61,A72,4,A94,A101,4,A121,48,A142,A152,1,A173,1,A191,A201,5,25,49,5,8,72,5,8,1072,2,1
A14,12,A32,A49,1076,A61,A73,2,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A202,3,13,27,3,4,38,3,4,1102,2,0
A12,36,A32,A41,9398,A61,A72,1,A94,A101,4,A123,28,A143,A151,1,A174,1,A192,A201,5,37,29,5,5,64,5,2,9426,2,1
A11,24,A34,A41,6419,A61,A75,2,A92,A101,4,A124,44,A143,A153,2,A174,2,A192,A201,6,26,46,6,6,68,6,4,6463,4,0
A13,42,A34,A41,4796,A61,A75,4,A93,A101,4,A124,56,A143,A153,1,A173,1,A191,A201,5,43,57,5,8,98,5,8,4852,2,0
A14,48,A34,A49,7629,A65,A75,4,A91,A101,2,A123,46,A141,A152,2,A174,2,A191,A201,4,50,48,4,6,94,4,8,7675,4,0
A12,48,A32,A42,9960,A61,A72,1,A92,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,3,49,27,3,3,74,3,2,9986,2,1
A14,12,A32,A41,4675,A65,A72,1,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,5,13,21,5,5,32,5,2,4695,2,0
A14,10,A32,A40,1287,A65,A75,4,A93,A102,2,A122,45,A143,A152,1,A172,1,A191,A202,3,11,46,3,6,55,3,8,1332,2,0
A14,18,A32,A42,2515,A61,A73,3,A93,A101,4,A121,43,A143,A152,1,A173,1,A192,A201,5,19,44,5,7,61,5,6,2558,2,0
A12,21,A34,A42,2745,A64,A74,3,A93,A101,2,A123,32,A143,A152,2,A173,1,A192,A201,3,23,33,3,5,53,4,6,2777,3,0
A14,6,A32,A40,672,A61,A71,1,A92,A101,4,A121,54,A143,A152,1,A171,1,A192,A201,5,7,55,5,5,60,5,2,726,2,0
A12,36,A30,A43,3804,A61,A73,4,A92,A101,1,A123,42,A143,A152,1,A173,1,A192,A201,2,37,43,2,5,78,2,8,3846,2,1
A13,24,A34,A40,1344,A65,A74,4,A93,A101,2,A121,37,A141,A152,2,A172,2,A191,A201,4,26,39,4,6,61,4,8,1381,4,1
A11,10,A34,A40,1038,A61,A74,4,A93,A102,3,A122,49,A143,A152,2,A173,1,A192,A201,4,12,50,4,7,59,5,8,1087,3,0
A14,48,A34,A40,10127,A63,A73,2,A93,A101,2,A124,44,A141,A153,1,A173,1,A191,A201,3,49,45,3,4,92,3,4,10171,2,1
A14,6,A32,A42,1543,A64,A73,4,A91,A101,2,A121,33,A143,A152,1,A173,1,A191,A201,3,7,34,3,6,39,3,8,1576,2,0
A14,30,A32,A41,4811,A65,A74,2,A92,A101,4,A122,24,A142,A151,1,A172,1,A191,A201,5,31,25,5,6,54,5,4,4835,2,0
A11,12,A32,A43,727,A62,A72,4,A94,A101,3,A124,33,A143,A152,1,A172,1,A192,A201,4,13,34,4,7,45,4,8,760,2,1
A12,8,A32,A42,1237,A61,A73,3,A92,A101,4,A121,24,A143,A152,1,A173,1,A191,A201,5,9,25,5,7,32,5,6,1261,2,1
A12,9,A32,A40,276,A61,A73,4,A94,A101,4,A121,22,A143,A151,1,A172,1,A191,A201,5,10,23,5,8,31,5,8,298,2,0
A12,48,A32,A410,5381,A65,A71,3,A93,A101,4,A124,40,A141,A153,1,A171,1,A192,A201,5,49,41,5,7,88,5,6,5421,2,0
A14,24,A32,A42,5511,A62,A73,4,A93,A101,1,A123,25,A142,A152,1,A173,1,A191,A201,2,25,26,2,5,49,2,8,5536,2,0
A13,24,A32,A42,3749,A61,A72,2,A92,A101,4,A123,26,A143,A152,1,A173,1,A191,A201,5,25,27,5,6,50,5,4,3775,2,0
A12,12,A32,A40,685,A61,A74,2,A94,A101,3,A123,25,A141,A152,1,A172,1,A191,A201,4,13,26,4,5,37,4,4,710,2,1
A13,4,A32,A40,1494,A65,A72,1,A93,A101,2,A121,29,A143,A152,1,A172,2,A191,A202,4,5,31,4,3,33,3,2,1523,3,0
A11,36,A31,A42,2746,A61,A75,4,A93,A101,4,A123,31,A141,A152,1,A173,1,A191,A201,5,37,32,5,8,67,5,8,2777,2,1
A11,12,A32,A42,708,A61,A73,2,A93,A103,3,A122,38,A143,A152,1,A172,2,A191,A201,5,13,40,5,5,50,4,4,746,3,0
A12,24,A32,A42,4351,A65,A73,1,A92,A101,4,A122,48,A143,A152,1,A172,1,A192,A201,5,25,49,5,5,72,5,2,4399,2,0
A14,12,A34,A46,701,A61,A73,4,A93,A101,2,A123,32,A143,A152,2,A173,1,A191,A201,3,14,33,3,6,44,4,8,733,3,0
A11,15,A33,A42,3643,A61,A75,1,A92,A101,4,A122,27,A143,A152,2,A172,1,A191,A201,5,17,28,5,5,42,6,2,3670,3,0
A12,30,A34,A40,4249,A61,A71,4,A94,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,3,32,29,3,6,58,4,8,4277,3,1
A11,24,A32,A43,1938,A61,A72,4,A91,A101,3,A122,32,A143,A152,1,A173,1,A191,A201,4,25,33,4,7,56,4,8,1970,2,1
A11,24,A32,A41,2910,A61,A74,2,A93,A101,1,A124,34,A143,A153,1,A174,1,A192,A201,2,25,35,2,3,58,2,4,2944,2,0
A11,18,A32,A42,2659,A64,A73,4,A93,A101,2,A123,28,A143,A152,1,A173,1,A191,A201,3,19,29,3,6,46,3,8,2687,2,0
A14,18,A34,A40,1028,A61,A73,4,A92,A101,3,A121,36,A143,A152,2,A173,1,A191,A201,4,20,37,4,7,54,5,8,1064,3,0
A11,8,A34,A40,3398,A61,A74,1,A93,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,5,10,40,5,5,47,6,2,3437,3,0
A14,12,A34,A42,5801,A65,A75,2,A93,A101,4,A122,49,A143,A151,1,A173,1,A192,A201,5,13,50,5,6,61,5,4,5850,2,0
A14,24,A32,A40,1525,A64,A74,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A192,A201,5,25,36,5,7,58,4,8,1559,3,0
A13,36,A32,A43,4473,A61,A75,4,A93,A101,2,A123,31,A143,A152,1,A173,1,A191,A201,3,37,32,3,6,67,3,8,4504,2,0
A12,6,A32,A43,1068,A61,A75,4,A93,A101,4,A123,28,A143,A152,1,A173,2,A191,A201,6,7,30,6,8,34,5,8,1096,3,0
A11,24,A34,A41,6615,A61,A71,2,A93,A101,4,A124,75,A143,A153,2,A174,1,A192,A201,5,26,76,5,6,99,6,4,6690,3,0
A14,18,A34,A46,1864,A62,A73,4,A92,A101,2,A121,30,A143,A152,2,A173,1,A191,A201,3,20,31,3,6,48,4,8,1894,3,1
A12,60,A32,A40,7408,A62,A72,4,A92,A101,2,A122,24,A143,A152,1,A174,1,A191,A201,3,61,25,3,6,84,3,8,7432,2,1
A14,48,A34,A41,11590,A62,A73,2,A92,A101,4,A123,24,A141,A151,2,A172,1,A191,A201,5,50,25,5,6,72,6,4,11614,3,1
A11,24,A30,A42,4110,A61,A75,3,A93,A101,4,A124,23,A141,A151,2,A173,2,A191,A201,6,26,25,6,7,47,6,6,4133,4,1
A11,6,A34,A42,3384,A61,A73,1,A91,A101,4,A121,44,A143,A151,1,A174,1,A192,A201,5,7,45,5,5,50,5,2,3428,2,1
A12,13,A32,A43,2101,A61,A72,2,A92,A103,4,A122,23,A143,A152,1,A172,1,A191,A201,5,14,24,5,6,36,5,4,2124,2,0
A11,15,A32,A44,1275,A65,A73,4,A92,A101,2,A123,24,A143,A151,1,A173,1,A191,A201,3,16,25,3,6,39,3,8,1299,2,1
A11,24,A32,A42,4169,A61,A73,4,A93,A101,4,A122,28,A143,A152,1,A173,1,A191,A201,5,25,29,5,8,52,5,8,4197,2,0
A12,10,A32,A42,1521,A61,A73,4,A91,A101,2,A123,31,A143,A152,1,A172,1,A191,A201,3,11,32,3,6,41,3,8,1552,2,0
A12,24,A34,A46,5743,A61,A72,2,A92,A101,4,A124,24,A143,A153,2,A173,1,A192,A201,5,26,25,5,6,48,6,4,5767,3,0
A11,21,A32,A42,3599,A61,A74,1,A92,A101,4,A123,26,A143,A151,1,A172,1,A191,A201,5,22,27,5,5,47,5,2,3625,2,0
A12,18,A32,A43,3213,A63,A72,1,A94,A101,3,A121,25,A143,A151,1,A173,1,A191,A201,4,19,26,4,4,43,4,2,3238,2,0
A12,18,A32,A49,4439,A61,A75,1,A93,A102,1,A121,33,A141,A152,1,A174,1,A192,A201,2,19,34,2,2,51,2,2,4472,2,0
A13,10,A32,A40,3949,A61,A72,1,A93,A103,1,A122,37,A143,A152,1,A172,2,A191,A201,3,11,39,3,2,47,2,2,3986,3,0
A14,15,A34,A43,1459,A61,A73,4,A92,A101,2,A123,43,A143,A152,1,A172,1,A191,A201,3,16,44,3,6,58,3,8,1502,2,0
A12,13,A34,A43,882,A61,A72,4,A93,A103,4,A121,23,A143,A152,2,A173,1,A191,A201,5,15,24,5,8,36,6,8,905,3,0
A12,24,A32,A43,3758,A63,A71,1,A92,A101,4,A124,23,A143,A151,1,A171,1,A191,A201,5,25,24,5,5,47,5,2,3781,2,0
A14,6,A33,A49,1743,A62,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,1,A191,A201,3,8,35,3,3,40,4,2,1777,3,0
A12,9,A34,A46,1136,A64,A75,4,A93,A101,3,A124,32,A143,A153,2,A173,2,A191,A201,5,11,34,5,7,41,5,8,1168,4,1
A14,9,A32,A44,1236,A61,A72,1,A92,A101,4,A121,23,A143,A151,1,A173,1,A192,A201,5,10,24,5,5,32,5,2,1259,2,0
A12,9,A32,A42,959,A61,A73,1,A92,A101,2,A123,29,A143,A152,1,A173,1,A191,A202,3,10,30,3,3,38,3,2,988,2,1
A14,18,A34,A41,3229,A65,A71,2,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,5,19,39,5,6,56,5,4,3267,2,0
A11,12,A30,A43,6199,A61,A73,4,A93,A101,2,A122,28,A143,A151,2,A173,1,A192,A201,3,14,29,3,6,40,4,8,6227,3,1
A14,10,A32,A46,727,A63,A75,4,A93,A101,4,A124,46,A143,A153,1,A173,1,A192,A201,5,11,47,5,8,56,5,8,773,2,0
A12,24,A32,A40,1246,A61,A72,4,A93,A101,2,A121,23,A142,A152,1,A172,1,A191,A201,3,25,24,3,6,47,3,8,1269,2,1
A14,12,A34,A43,2331,A65,A75,1,A93,A102,4,A121,49,A143,A152,1,A173,1,A192,A201,5,13,50,5,5,61,5,2,2380,2,0
A14,36,A33,A43,4463,A61,A73,4,A93,A101,2,A123,26,A143,A152,2,A174,1,A192,A201,3,38,27,3,6,62,4,8,4489,3,1
A14,12,A32,A43,776,A61,A73,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,3,13,29,3,6,40,3,8,804,2,0
A11,30,A32,A42,2406,A61,A74,4,A92,A101,4,A121,23,A143,A151,1,A173,1,A191,A201,5,31,24,5,8,53,5,8,2429,2,1
A12,18,A32,A46,1239,A65,A73,4,A93,A101,4,A124,61,A143,A153,1,A173,1,A191,A201,5,19,62,5,8,79,5,8,1300,2,0
